customerID,Churn,customer.gender,customer.SeniorCitizen,customer.Partner,customer.Dependents,customer.tenure,phone.PhoneService,phone.MultipleLines,internet.InternetService,internet.OnlineSecurity,internet.OnlineBackup,internet.DeviceProtection,internet.TechSupport,internet.StreamingTV,internet.StreamingMovies,account.Contract,account.PaperlessBilling,account.PaymentMethod,account.Charges.Monthly,account.Charges.Total
9251-WNSOD,no,female,0,yes,no,67,yes,yes,dsl,yes,yes,yes,no,no,yes,one-year,no,mailed-check,75.1,5064.45
9253-QXKBE,yes,male,1,yes,no,29,yes,yes,fiber-optic,no,no,no,no,yes,yes,month-to-month,yes,electronic-check,94.45,2653.65
9253-VIFJQ,no,male,0,yes,no,65,yes,yes,dsl,yes,yes,yes,no,no,no,one-year,no,credit-card-(automatic),67.05,4309.55
9254-RBFON,yes,female,0,yes,yes,17,yes,no,fiber-optic,no,no,yes,yes,yes,yes,one-year,no,bank-transfer-(automatic),98.6,1704.95
9256-JTBNZ,no,female,0,no,no,11,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,bank-transfer-(automatic),20.3,246.3
9257-AZMTZ,no,female,0,yes,yes,52,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two-year,no,bank-transfer-(automatic),20.1,1078.75
9258-CNWAC,no,female,0,yes,yes,71,yes,yes,fiber-optic,yes,yes,yes,yes,yes,yes,two-year,no,credit-card-(automatic),113.65,8166.8
9259-PACGQ,yes,female,0,yes,no,34,yes,yes,dsl,yes,yes,no,yes,no,no,month-to-month,no,electronic-check,62.65,2274.9
9261-WDCAF,no,male,0,no,no,3,yes,no,dsl,no,no,no,no,no,yes,month-to-month,no,mailed-check,54.65,189.1
9269-CQOOL,yes,male,0,no,yes,3,yes,no,dsl,no,no,no,no,yes,no,month-to-month,yes,credit-card-(automatic),54.7,169.45
9272-LSVYH,no,male,0,no,no,10,yes,no,fiber-optic,no,no,no,no,no,no,month-to-month,no,mailed-check,70.15,735.5
9274-CNFMO,yes,male,1,yes,no,4,yes,yes,fiber-optic,no,no,no,no,no,no,month-to-month,no,electronic-check,74.95,308.7
9274-UARKJ,no,female,0,no,no,15,yes,no,fiber-optic,no,yes,no,no,yes,no,month-to-month,yes,bank-transfer-(automatic),83.2,1130.0
9277-JOOMO,no,female,0,no,no,3,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed-check,24.6,86.35
9278-VZKCD,no,female,1,yes,no,52,yes,yes,fiber-optic,yes,yes,yes,no,yes,yes,month-to-month,yes,electronic-check,109.1,5647.95
9279-CJEOJ,no,female,1,no,no,21,yes,yes,fiber-optic,no,no,no,no,yes,yes,month-to-month,yes,bank-transfer-(automatic),95.4,2025.1
9281-CEDRU,no,female,0,yes,no,68,yes,no,dsl,no,yes,no,yes,yes,no,two-year,no,bank-transfer-(automatic),64.1,4326.25
9281-OFDMF,no,male,1,no,no,39,yes,yes,fiber-optic,no,yes,no,no,no,yes,month-to-month,no,electronic-check,90.7,3413.25
9281-PKKZE,no,female,0,yes,no,46,no,no phone service,dsl,no,no,no,no,yes,yes,month-to-month,yes,electronic-check,43.95,2007.85
9282-IZGQK,yes,female,0,no,no,1,yes,yes,fiber-optic,no,no,no,no,no,yes,month-to-month,yes,electronic-check,85.0,85.0
9283-LZQOH,yes,male,0,yes,yes,13,yes,yes,fiber-optic,no,no,no,no,no,no,month-to-month,yes,credit-card-(automatic),74.4,896.75
9286-BHDQG,no,male,0,yes,yes,72,no,no phone service,dsl,yes,yes,yes,yes,no,no,two-year,no,credit-card-(automatic),45.25,3139.8
9286-DOJGF,yes,female,1,yes,no,38,yes,yes,fiber-optic,no,no,no,no,no,no,month-to-month,yes,bank-transfer-(automatic),74.95,2869.85
9289-LBQVU,no,male,0,yes,no,64,yes,yes,dsl,no,yes,no,yes,no,yes,one-year,yes,mailed-check,70.15,4480.7
9290-SHCMB,no,female,1,no,no,13,yes,no,fiber-optic,no,no,yes,no,yes,yes,month-to-month,yes,electronic-check,96.85,1235.55
9294-TDIPC,no,male,0,no,yes,5,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed-check,20.2,83.75
9297-EONCV,no,female,0,no,no,72,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two-year,yes,bank-transfer-(automatic),91.35,6697.2
9297-FVVDH,no,female,0,yes,yes,57,yes,yes,dsl,yes,no,yes,yes,yes,yes,two-year,yes,electronic-check,84.5,4845.4
9298-WGMRW,no,female,0,yes,no,72,yes,yes,fiber-optic,yes,yes,yes,yes,yes,yes,two-year,yes,bank-transfer-(automatic),115.5,8312.75
9300-AGZNL,yes,male,1,no,no,1,yes,yes,fiber-optic,no,no,no,no,yes,yes,month-to-month,yes,electronic-check,94.0,94.0
9300-RENDD,yes,male,0,no,no,1,yes,no,fiber-optic,no,no,no,no,yes,no,month-to-month,yes,electronic-check,79.95,79.95
9305-CDSKC,yes,female,0,no,no,8,yes,yes,fiber-optic,no,no,yes,no,yes,yes,month-to-month,yes,electronic-check,99.65,820.5
9306-CPCBC,yes,female,0,no,no,3,yes,yes,fiber-optic,no,no,no,no,no,no,month-to-month,yes,electronic-check,74.25,210.3
9308-ANMVE,no,male,0,no,yes,47,yes,no,dsl,yes,yes,no,no,no,no,month-to-month,yes,electronic-check,55.3,2654.05
9309-BZGNT,no,male,1,yes,no,69,no,no phone service,dsl,no,no,yes,no,no,no,one-year,yes,credit-card-(automatic),29.8,2134.3
9313-CDOGY,no,male,0,yes,yes,38,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,electronic-check,19.6,717.3
9313-QOLTZ,no,male,0,no,no,26,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed-check,20.9,518.3
9314-IJWSQ,no,female,0,yes,yes,14,yes,yes,fiber-optic,no,no,no,no,yes,no,month-to-month,yes,electronic-check,84.8,1203.9
9314-QDMDW,no,male,0,no,no,11,yes,no,dsl,no,yes,no,no,yes,no,one-year,yes,electronic-check,61.25,729.95
9317-WZPGV,yes,female,1,no,no,2,yes,no,fiber-optic,no,no,no,no,no,yes,month-to-month,yes,bank-transfer-(automatic),79.75,159.4
9318-NKNFC,yes,male,0,no,no,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,mailed-check,18.85,18.85
9323-HGFWY,no,female,0,yes,no,27,yes,no,fiber-optic,yes,no,no,yes,yes,yes,one-year,yes,credit-card-(automatic),101.9,2681.15
9327-QSDED,no,male,0,no,no,8,yes,no,dsl,no,no,no,no,no,no,month-to-month,no,mailed-check,43.55,335.4
9330-DHBFL,no,female,0,yes,yes,23,yes,no,dsl,yes,yes,yes,yes,no,no,one-year,yes,mailed-check,66.25,1533.8
9330-IJWIO,yes,female,0,no,no,13,yes,yes,fiber-optic,yes,no,no,no,yes,yes,month-to-month,yes,electronic-check,100.35,1358.85
9330-VOFSZ,no,female,0,yes,no,60,yes,yes,fiber-optic,no,yes,yes,yes,yes,yes,two-year,yes,credit-card-(automatic),110.8,6640.7
9332-GYWLO,no,female,0,yes,yes,6,yes,no,dsl,no,no,no,no,yes,no,month-to-month,no,electronic-check,54.85,355.1
9334-GWGOW,no,male,1,yes,no,7,yes,yes,fiber-optic,no,no,no,no,no,no,month-to-month,yes,electronic-check,74.85,485.25
9337-SRRNI,no,male,0,no,yes,66,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two-year,yes,credit-card-(automatic),25.3,1673.8
9339-FIIJL,no,male,0,yes,no,72,yes,yes,dsl,no,yes,yes,yes,yes,yes,two-year,no,bank-transfer-(automatic),85.95,6151.9
9342-VNIMQ,no,male,0,no,no,33,yes,yes,dsl,no,yes,no,no,no,no,month-to-month,yes,bank-transfer-(automatic),54.65,1665.2
9347-AERRL,no,male,0,yes,no,23,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one-year,no,credit-card-(automatic),19.3,486.2
9348-ROUAI,no,female,0,yes,yes,59,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two-year,no,credit-card-(automatic),90.3,5194.05
9348-YVOMK,no,male,0,no,no,4,yes,no,dsl,no,no,no,no,no,no,month-to-month,yes,credit-card-(automatic),44.8,176.2
9350-VLHMB,no,male,0,yes,yes,67,yes,yes,fiber-optic,no,yes,no,no,no,yes,month-to-month,yes,bank-transfer-(automatic),89.55,6373.1
9350-ZXYJC,no,female,0,no,no,4,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two-year,yes,credit-card-(automatic),25.3,116.95
9351-HXDMR,no,male,0,yes,no,72,yes,yes,fiber-optic,yes,no,yes,yes,yes,yes,two-year,yes,credit-card-(automatic),110.9,8240.85
9351-LZYGF,no,female,0,yes,no,42,yes,yes,dsl,yes,yes,no,yes,no,no,month-to-month,yes,credit-card-(automatic),66.4,2727.8
9355-NPPFS,no,female,1,no,no,26,yes,no,fiber-optic,no,no,no,no,no,yes,month-to-month,yes,electronic-check,78.8,2006.1
9356-AXGMP,no,male,0,yes,no,38,yes,yes,fiber-optic,yes,no,yes,yes,yes,yes,one-year,yes,electronic-check,110.7,4428.6
9357-UJRUN,no,male,0,yes,no,24,yes,yes,dsl,yes,no,no,yes,no,no,one-year,yes,electronic-check,58.35,1346.9
9359-JANWS,no,female,0,yes,no,65,yes,no,dsl,yes,no,yes,yes,no,no,two-year,no,credit-card-(automatic),58.9,3857.1
9359-UGBTK,no,female,0,no,no,67,yes,no,dsl,yes,no,yes,yes,no,yes,one-year,yes,bank-transfer-(automatic),72.35,4991.5
9360-AHGNL,yes,female,1,yes,no,43,yes,yes,fiber-optic,yes,no,yes,yes,yes,yes,one-year,yes,mailed-check,109.55,4830.25
9360-OMDZZ,no,male,0,no,no,24,yes,yes,fiber-optic,no,no,no,no,yes,yes,month-to-month,yes,electronic-check,94.1,2322.85
9361-YNQWJ,no,female,0,no,no,64,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one-year,yes,bank-transfer-(automatic),24.4,1601.2
9362-MWODR,no,female,0,no,yes,40,yes,no,dsl,yes,no,no,yes,yes,no,month-to-month,yes,credit-card-(automatic),64.1,2460.35
9364-HVJRK,,male,0,no,no,8,yes,no,dsl,no,no,no,no,no,no,month-to-month,yes,mailed-check,45.15,438.4
9364-YKUVW,no,male,0,no,no,15,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,mailed-check,19.8,309.4
9365-CSLBQ,no,male,0,no,yes,71,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two-year,no,mailed-check,24.35,1654.6
9365-SRSZE,no,male,1,yes,no,27,yes,no,fiber-optic,no,no,no,no,no,no,month-to-month,yes,electronic-check,70.55,1943.9
9366-PGOCJ,,male,0,no,no,57,yes,no,dsl,no,yes,no,yes,no,no,one-year,yes,mailed-check,54.65,3134.7
9367-OIUXP,no,male,0,no,no,4,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed-check,20.7,73.05
9367-TCUYN,no,female,0,no,no,12,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed-check,20.1,223.6
9367-WXLCH,yes,male,0,no,no,8,yes,yes,fiber-optic,no,no,no,no,no,yes,month-to-month,no,bank-transfer-(automatic),84.5,662.65
9369-XFEHK,yes,female,1,yes,no,33,yes,yes,fiber-optic,no,yes,no,no,no,no,month-to-month,yes,bank-transfer-(automatic),80.6,2656.5
9371-BITHB,no,female,0,yes,yes,52,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two-year,no,mailed-check,19.85,1070.5
9371-CLMGW,,female,0,no,no,6,yes,no,fiber-optic,no,no,no,no,yes,yes,month-to-month,no,electronic-check,89.3,577.6
9372-TXXPS,no,female,0,yes,no,60,yes,no,dsl,yes,yes,no,yes,no,no,two-year,no,bank-transfer-(automatic),59.85,3483.45
9373-WSLOY,no,male,1,yes,no,33,no,no phone service,dsl,no,yes,yes,yes,yes,no,month-to-month,yes,electronic-check,50.0,1750.85
9374-YOLBJ,no,female,0,yes,yes,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,electronic-check,19.25,19.25
9375-MHRRS,no,male,0,no,no,6,yes,no,dsl,no,no,no,yes,no,no,month-to-month,no,mailed-check,50.05,288.35
9378-FXTIZ,yes,female,0,yes,no,54,yes,yes,dsl,no,no,no,no,yes,yes,one-year,yes,credit-card-(automatic),70.15,3715.65
9381-NDKME,yes,female,1,yes,no,24,no,no phone service,dsl,no,no,yes,no,no,yes,month-to-month,yes,credit-card-(automatic),40.65,933.3
9385-EHGDO,no,female,0,yes,yes,35,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two-year,yes,mailed-check,19.85,739.35
9385-NXKDA,no,female,0,yes,no,72,yes,yes,dsl,yes,yes,yes,no,yes,yes,two-year,yes,credit-card-(automatic),82.65,5919.35
9386-LDCZR,no,male,0,no,no,43,yes,no,fiber-optic,yes,yes,yes,yes,no,no,one-year,yes,credit-card-(automatic),90.65,3882.3
9388-ZEYVT,no,male,0,no,no,43,no,no phone service,dsl,no,no,yes,yes,no,yes,one-year,no,electronic-check,44.15,1931.3
9389-ACWBI,no,female,0,yes,yes,5,yes,no,fiber-optic,no,no,no,no,no,no,month-to-month,no,credit-card-(automatic),69.95,320.4
9391-DXGGG,no,female,1,no,no,44,yes,no,fiber-optic,no,yes,yes,no,no,yes,one-year,no,credit-card-(automatic),89.15,3990.75
9391-EOYLI,yes,male,1,yes,no,12,yes,no,fiber-optic,no,no,no,no,no,yes,month-to-month,yes,electronic-check,80.45,950.2
9391-LMANN,no,male,0,no,yes,53,yes,no,fiber-optic,yes,yes,yes,no,no,yes,one-year,no,electronic-check,95.95,5036.9
9391-TTOYH,no,female,0,no,no,23,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,mailed-check,19.5,470.2
9391-YZEJW,no,female,0,no,no,62,yes,yes,fiber-optic,no,no,no,no,yes,yes,one-year,yes,bank-transfer-(automatic),94.0,5757.2
9392-XBGTD,no,male,0,no,yes,27,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two-year,no,mailed-check,20.6,581.85
9395-RFMFG,,male,0,yes,yes,8,yes,no,dsl,no,no,no,no,yes,no,month-to-month,yes,electronic-check,54.4,475.1
9396-ZSFLL,no,female,0,no,no,15,yes,yes,dsl,no,no,no,no,no,no,month-to-month,no,mailed-check,48.85,631.4
9397-TZSHA,no,female,0,no,no,69,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two-year,no,credit-card-(automatic),24.6,1678.05
9398-MMQTO,no,male,0,no,no,3,yes,no,fiber-optic,no,yes,no,no,no,no,month-to-month,no,credit-card-(automatic),74.45,221.1
9399-APLBT,yes,female,0,yes,yes,1,yes,no,fiber-optic,no,yes,no,no,no,no,month-to-month,yes,electronic-check,74.7,74.7
9402-CXWPL,no,female,0,no,no,70,yes,yes,fiber-optic,no,yes,no,no,yes,yes,one-year,no,electronic-check,98.9,6838.6
9402-ORRAH,no,female,1,no,no,15,yes,no,fiber-optic,no,no,no,no,yes,yes,month-to-month,yes,electronic-check,91.5,1400.3
9402-ROUMJ,no,female,0,yes,yes,67,yes,yes,fiber-optic,yes,no,yes,yes,no,yes,one-year,yes,bank-transfer-(automatic),100.25,6689.0
9405-GPBBG,no,female,0,no,no,64,yes,yes,fiber-optic,no,yes,yes,yes,yes,yes,two-year,yes,credit-card-(automatic),110.5,7069.25
9408-HRXRK,no,female,0,yes,yes,45,yes,yes,fiber-optic,yes,yes,no,no,yes,yes,month-to-month,yes,electronic-check,105.15,4730.9
9408-SSNVZ,yes,female,0,no,no,4,yes,no,fiber-optic,no,no,no,no,no,no,month-to-month,yes,electronic-check,70.15,268.35
9411-TPQQV,no,female,0,no,no,40,no,no phone service,dsl,yes,no,no,yes,yes,yes,one-year,yes,bank-transfer-(automatic),54.55,2236.2
9412-ARGBX,yes,female,0,no,yes,48,yes,no,fiber-optic,no,yes,yes,yes,yes,no,two-year,yes,mailed-check,95.5,4627.85
9412-GHEEC,yes,male,0,no,no,40,yes,yes,fiber-optic,no,no,yes,yes,yes,yes,month-to-month,no,bank-transfer-(automatic),104.8,4131.95
9415-DPEWS,yes,female,0,no,no,18,yes,yes,fiber-optic,no,no,no,yes,yes,no,month-to-month,yes,electronic-check,88.35,1639.3
9415-TPKRV,no,female,0,yes,yes,8,yes,yes,dsl,no,yes,no,no,no,no,month-to-month,no,electronic-check,55.75,446.8
9415-ZNBSX,no,female,0,yes,yes,70,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two-year,yes,bank-transfer-(automatic),89.0,6293.2
9418-RUKPH,no,female,0,yes,yes,38,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two-year,yes,mailed-check,19.95,756.4
9419-IPPBE,no,female,0,yes,yes,51,yes,yes,fiber-optic,no,no,yes,no,no,yes,one-year,yes,electronic-check,90.15,4554.85
9420-LOJKX,yes,female,0,no,no,15,yes,no,fiber-optic,yes,yes,no,no,yes,yes,month-to-month,yes,credit-card-(automatic),99.1,1426.4
9424-CMPOG,no,male,0,yes,yes,9,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two-year,no,mailed-check,19.6,197.4
9426-SXNHE,no,female,0,no,no,2,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,bank-transfer-(automatic),18.75,53.15
9430-FRQOC,yes,female,0,no,yes,4,yes,yes,fiber-optic,no,no,yes,yes,no,no,month-to-month,yes,mailed-check,87.1,341.45
9430-NKQLY,no,male,0,yes,yes,72,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two-year,yes,credit-card-(automatic),25.1,1790.8
9432-RUVSL,no,female,0,no,no,48,yes,no,fiber-optic,yes,no,yes,yes,yes,yes,two-year,yes,credit-card-(automatic),102.5,4904.25
9432-VOFYX,no,male,0,no,no,17,yes,no,fiber-optic,no,no,no,no,no,no,month-to-month,yes,electronic-check,70.8,1207.0
9435-JMLSX,no,male,0,yes,no,71,yes,no,dsl,yes,yes,yes,yes,yes,yes,two-year,yes,bank-transfer-(automatic),86.1,6045.9
9436-ZBZCT,yes,male,0,no,no,14,yes,yes,fiber-optic,no,no,no,yes,yes,no,month-to-month,yes,electronic-check,89.95,1178.4
9441-QHEVC,no,male,0,no,no,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed-check,19.1,19.1
9442-JTWDL,no,female,0,no,no,11,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one-year,no,credit-card-(automatic),20.05,237.7
9443-JUBUO,no,male,0,yes,yes,72,no,no phone service,dsl,yes,yes,yes,yes,yes,yes,two-year,yes,credit-card-(automatic),65.25,4478.85
9444-JTXHZ,yes,male,0,yes,no,1,yes,no,fiber-optic,no,no,yes,no,no,no,month-to-month,no,electronic-check,76.2,76.2
9445-SZLCH,yes,female,0,yes,yes,36,yes,yes,fiber-optic,no,yes,yes,no,yes,no,month-to-month,yes,bank-transfer-(automatic),97.35,3457.9
9445-ZUEQE,no,male,0,yes,yes,27,yes,yes,fiber-optic,no,yes,no,yes,no,no,month-to-month,yes,credit-card-(automatic),85.2,2151.6
9447-YPTBX,no,female,0,yes,no,50,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one-year,yes,bank-transfer-(automatic),19.85,943.1
9448-REEVD,yes,male,0,yes,no,1,yes,no,dsl,no,no,no,no,no,no,month-to-month,no,credit-card-(automatic),44.7,44.7
9450-TRJUU,no,male,0,no,no,35,yes,yes,fiber-optic,no,no,no,no,yes,no,month-to-month,no,electronic-check,83.15,2848.45
9451-LPGOO,yes,male,0,no,no,7,yes,yes,fiber-optic,no,no,no,no,no,yes,month-to-month,yes,electronic-check,86.8,620.35
9451-WLYRI,no,female,0,yes,no,53,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one-year,no,credit-card-(automatic),19.05,990.45
9453-PATOS,no,female,0,yes,no,72,yes,no,dsl,yes,yes,yes,yes,yes,yes,two-year,no,mailed-check,85.1,6155.4
9456-ETVCM,,male,0,no,no,12,yes,yes,fiber-optic,no,no,no,no,yes,yes,month-to-month,no,electronic-check,94.55,1173.55
9462-MJUAW,yes,male,0,no,no,4,yes,yes,dsl,no,no,no,no,no,no,month-to-month,no,mailed-check,50.4,206.6
9465-RWMXL,yes,male,0,yes,no,32,yes,yes,fiber-optic,no,no,yes,no,no,no,month-to-month,yes,electronic-check,78.9,2447.95
9467-ROOLM,no,female,0,no,no,25,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed-check,19.05,461.3
9469-WEJBT,no,male,0,yes,no,37,yes,no,fiber-optic,no,no,yes,yes,no,yes,month-to-month,yes,electronic-check,90.35,3419.3
9470-RTWDV,no,male,0,yes,yes,26,yes,yes,dsl,no,no,yes,yes,yes,yes,one-year,yes,credit-card-(automatic),82.0,2083.1
9470-XCCEM,no,male,0,yes,yes,35,yes,yes,fiber-optic,no,yes,no,no,yes,no,month-to-month,yes,bank-transfer-(automatic),89.65,3161.6
9470-YFUYI,no,male,1,yes,no,71,yes,no,dsl,yes,yes,no,yes,yes,no,one-year,yes,bank-transfer-(automatic),71.0,5012.1
9473-CBZOP,no,female,0,no,no,28,yes,yes,dsl,yes,no,yes,no,no,no,one-year,no,mailed-check,59.0,1654.45
9474-PHLYD,yes,female,0,no,no,15,yes,no,dsl,no,no,yes,no,no,yes,month-to-month,yes,electronic-check,59.45,892.65
9475-NNDGC,no,male,0,yes,no,71,yes,yes,fiber-optic,no,yes,yes,yes,yes,yes,one-year,yes,bank-transfer-(automatic),113.15,7953.25
9477-LGWQI,no,male,0,yes,yes,70,yes,no,dsl,yes,yes,yes,no,yes,yes,two-year,yes,credit-card-(automatic),80.15,5600.15
9477-UIFFV,,male,0,no,no,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed-check,20.3,20.3
9479-HYNYL,no,female,0,yes,no,71,yes,no,dsl,no,yes,yes,yes,yes,yes,two-year,yes,credit-card-(automatic),80.7,5705.05
9480-BQJEI,no,male,0,no,no,62,yes,yes,fiber-optic,yes,yes,no,no,no,yes,one-year,yes,bank-transfer-(automatic),92.3,5731.45
9481-IEBZY,no,male,1,yes,no,72,yes,yes,fiber-optic,yes,yes,yes,yes,yes,yes,month-to-month,yes,credit-card-(automatic),112.9,8061.5
9481-SFCQY,no,female,0,no,yes,14,yes,no,dsl,no,no,yes,no,yes,no,month-to-month,yes,credit-card-(automatic),59.8,824.85
9481-WHGWY,no,female,0,yes,yes,70,yes,no,dsl,yes,no,no,yes,yes,yes,two-year,no,credit-card-(automatic),75.35,5437.75
9483-GCPWE,no,male,0,no,yes,9,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one-year,no,mailed-check,20.1,190.25
9488-FVZCC,no,female,0,yes,yes,72,yes,yes,dsl,yes,yes,yes,yes,no,yes,two-year,yes,bank-transfer-(automatic),79.5,5661.7
9488-FYQAU,no,female,0,yes,no,63,yes,yes,fiber-optic,no,yes,yes,yes,yes,yes,two-year,yes,bank-transfer-(automatic),109.25,6841.4
9488-HGMJH,yes,female,1,no,no,1,yes,no,fiber-optic,no,no,no,no,no,no,month-to-month,yes,electronic-check,71.15,71.15
9489-DEDVP,no,female,0,yes,yes,70,yes,yes,dsl,yes,yes,no,no,yes,no,two-year,yes,credit-card-(automatic),69.2,4872.35
9489-JMTTN,no,female,0,yes,yes,72,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two-year,no,credit-card-(automatic),89.75,6595.9
9489-UTFKA,no,male,1,yes,no,8,yes,no,dsl,yes,no,no,no,yes,no,month-to-month,no,bank-transfer-(automatic),60.9,551.95
9490-DFPMD,yes,female,1,no,no,42,yes,yes,fiber-optic,no,no,no,no,yes,no,month-to-month,yes,electronic-check,84.65,3541.35
9492-TOKRI,yes,female,0,no,no,18,yes,yes,fiber-optic,no,yes,no,no,yes,no,month-to-month,yes,credit-card-(automatic),90.0,1527.35
9494-BDNNC,no,male,0,yes,no,66,yes,yes,fiber-optic,no,yes,yes,no,no,yes,one-year,no,electronic-check,95.3,6273.4
9494-MRNYX,no,male,0,no,no,10,yes,yes,fiber-optic,no,no,no,no,no,no,month-to-month,no,electronic-check,75.05,786.3
9495-REDIY,no,male,0,no,yes,25,no,no phone service,dsl,yes,no,no,no,yes,no,one-year,yes,credit-card-(automatic),40.65,970.55
9495-SKLKD,no,male,0,yes,yes,45,yes,yes,fiber-optic,no,yes,yes,no,no,yes,month-to-month,yes,bank-transfer-(automatic),95.95,4456.65
9496-IVVRP,no,female,0,yes,yes,11,yes,no,dsl,yes,no,no,no,no,no,month-to-month,no,bank-transfer-(automatic),51.0,581.7
9497-QCMMS,yes,male,1,no,no,1,yes,yes,fiber-optic,no,no,no,no,yes,yes,month-to-month,yes,electronic-check,93.55,93.55
9498-FIMXL,no,female,0,no,no,8,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one-year,yes,mailed-check,19.2,161.95
9499-EBKUR,,male,0,no,no,72,yes,yes,dsl,yes,no,yes,yes,yes,yes,two-year,no,credit-card-(automatic),84.3,5997.1
9499-XPZXM,no,female,0,yes,no,72,yes,yes,dsl,yes,yes,no,yes,no,no,two-year,no,bank-transfer-(automatic),64.75,4804.75
9500-IWPXQ,no,female,0,yes,yes,61,yes,yes,dsl,yes,yes,yes,yes,no,yes,one-year,yes,electronic-check,79.4,4820.55
9500-LTVBP,no,female,0,no,no,35,yes,yes,fiber-optic,no,no,no,yes,no,no,month-to-month,no,credit-card-(automatic),80.05,2835.9
9500-WBGRP,no,male,0,no,no,69,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two-year,yes,mailed-check,19.1,1268.85
9501-UKKNL,no,male,0,no,no,59,no,no phone service,dsl,no,no,no,yes,yes,yes,month-to-month,yes,electronic-check,51.7,3005.8
9503-XJUME,no,male,0,no,yes,52,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one-year,no,credit-card-(automatic),19.65,928.4
9504-DSHWM,no,male,0,no,no,20,yes,yes,dsl,yes,no,no,yes,no,no,month-to-month,no,bank-transfer-(automatic),59.2,1191.2
9504-YAZWB,no,female,0,no,no,53,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two-year,no,mailed-check,20.25,1048.45
9505-SQFSW,no,female,0,yes,yes,3,no,no phone service,dsl,no,yes,no,no,no,yes,month-to-month,no,mailed-check,40.3,92.5
9506-UXUSK,no,male,0,no,no,13,yes,no,fiber-optic,no,no,no,no,no,no,month-to-month,yes,electronic-check,70.15,931.75
9507-EXLTT,yes,female,0,yes,no,1,yes,no,fiber-optic,no,no,no,no,yes,no,month-to-month,yes,bank-transfer-(automatic),79.35,79.35
9507-HSMMZ,no,male,0,no,no,54,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two-year,no,mailed-check,20.0,1149.65
9508-ILZDG,no,female,1,no,no,34,yes,yes,fiber-optic,no,yes,no,yes,yes,no,month-to-month,yes,electronic-check,96.35,3190.25
9509-MPYOD,no,female,0,no,no,35,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one-year,no,mailed-check,20.75,700.45
